Number of tests,30-Aug,28
Number of tests,31-Aug,"1,484"
Number of tests,1-Sep,"1,213"
Number of tests,2-Sep,348
Number of tests,3-Sep,"4,621"
Number of tests,4-Sep,"4,954"
Number of tests,5-Sep,"2,840"
Number of student tests,30-Aug,28
Number of student tests,31-Aug,"1,433"
Number of student tests,1-Sep,"1,125"
Number of student tests,2-Sep,317
Number of student tests,3-Sep,"4,213"
Number of student tests,4-Sep,"4,094"
Number of student tests,5-Sep,"2,772"
Number of employee tests,30-Aug,
Number of employee tests,31-Aug,51
Number of employee tests,1-Sep,88
Number of employee tests,2-Sep,31
Number of employee tests,3-Sep,408
Number of employee tests,4-Sep,860
Number of employee tests,5-Sep,68
"New Confirmed Positive, Total",30-Aug,1
"New Confirmed Positive, Total",31-Aug,5
"New Confirmed Positive, Total",1-Sep,7
"New Confirmed Positive, Total",2-Sep,12
"New Confirmed Positive, Total",3-Sep,12
"New Confirmed Positive, Total",4-Sep,14
"New Confirmed Positive, Total",5-Sep,6
Number of tests,Total,"15,488"
Number of student tests,Total,"13,982"
Number of employee tests,Total,"1,506"
"New Confirmed Positive, Total",Total,57
