Number of tests,27-Nov,"2,467"
Number of tests,28-Nov,"1,019"
Number of tests,29-Nov,"1,156"
Number of tests,30-Nov,"3,681"
Number of tests,1-Dec,"3,095"
Number of tests,2-Dec,"2,669"
Number of student tests,27-Nov,"2,326"
Number of student tests,28-Nov,931
Number of student tests,29-Nov,"1,104"
Number of student tests,30-Nov,"2,379"
Number of student tests,1-Dec,"1,819"
Number of student tests,2-Dec,"1,278"
Number of employee tests,27-Nov,141
Number of employee tests,28-Nov,88
Number of employee tests,29-Nov,52
Number of employee tests,30-Nov,"1,302"
Number of employee tests,1-Dec,"1,276"
Number of employee tests,2-Dec,"1,391"
"New Confirmed Positive, Total",27-Nov,1
"New Confirmed Positive, Total",28-Nov,0
"New Confirmed Positive, Total",29-Nov,3
"New Confirmed Positive, Total",30-Nov,4
"New Confirmed Positive, Total",1-Dec,9
"New Confirmed Positive, Total",2-Dec,3
Number of tests,Total,"14,087"
Number of student tests,Total,"9,837"
Number of employee tests,Total,"4,250"
New confirmed positives,Total,20
