Number of tests,22-Oct,"5,815"
Number of tests,23-Oct,"5,813"
Number of tests,24-Oct,"2,831"
Number of tests,25-Oct,"3,056"
Number of tests,26-Oct,"6,341"
Number of tests,27-Oct,"5,690"
Number of tests,28-Oct,"5,333"
Number of student tests,22-Oct,"4,749"
Number of student tests,23-Oct,"4,568"
Number of student tests,24-Oct,"2,703"
Number of student tests,25-Oct,"2,941"
Number of student tests,26-Oct,"5,109"
Number of student tests,27-Oct,"4,437"
Number of student tests,28-Oct,"3,944"
Number of employee tests,22-Oct,"1,066"
Number of employee tests,23-Oct,"1,245"
Number of employee tests,24-Oct,128
Number of employee tests,25-Oct,115
Number of employee tests,26-Oct,"1,232"
Number of employee tests,27-Oct,"1,253"
Number of employee tests,28-Oct,"1,389"
"New Confirmed Positive, Total",22-Oct,1
"New Confirmed Positive, Total",23-Oct,2
"New Confirmed Positive, Total",24-Oct,0
"New Confirmed Positive, Total",25-Oct,0
"New Confirmed Positive, Total",26-Oct,0
"New Confirmed Positive, Total",27-Oct,0
"New Confirmed Positive, Total",28-Oct,3
Number of tests,Total,"34,879"
Number of student tests,Total,"28,451"
Number of employee tests,Total,"6,428"
"New Confirmed Positive, Total",Total,6
