Number of tests,08/22/2020,0
Number of tests,08/23/2020,"1,126"
Number of tests,08/24/2020,"1,475"
Number of tests,08/25/2020,"2,025"
Number of tests,08/26/2020,"1,255"
Number of tests,08/27/2020,"1,689"
Number of tests,08/28/2020,"1,646"
Number of student tests,08/22/2020,0
Number of student tests,08/23/2020,"1,126"
Number of student tests,08/24/2020,"1,468"
Number of student tests,08/25/2020,"1,992"
Number of student tests,08/26/2020,"1,183"
Number of student tests,08/27/2020,"1,614"
Number of student tests,08/28/2020,"1,623"
Number of employee tests,08/22/2020,
Number of employee tests,08/23/2020,0
Number of employee tests,08/24/2020,7
Number of employee tests,08/25/2020,33
Number of employee tests,08/26/2020,72
Number of employee tests,08/27/2020,75
Number of employee tests,08/28/2020,23
"New Confirmed Positive, Total",08/22/2020,0
"New Confirmed Positive, Total",08/23/2020,0
"New Confirmed Positive, Total",08/24/2020,1
"New Confirmed Positive, Total",08/25/2020,2
"New Confirmed Positive, Total",08/26/2020,0
"New Confirmed Positive, Total",08/27/2020,1
"New Confirmed Positive, Total",08/28/2020,9
Number of tests,Total,"9,216"
Number of student tests,Total,"9,006"
Number of employee tests,Total,210
"New Confirmed Positive, Total",Total,13
