Number of tests,29-Oct,"5,767"
Number of tests,30-Oct,"5,857"
Number of tests,31-Oct,"2,833"
Number of tests,1-Nov,"2,958"
Number of tests,2-Nov,"6,249"
Number of tests,3-Nov,"5,603"
Number of tests,4-Nov,"5,293"
Number of student tests,29-Oct,"4,657"
Number of student tests,30-Oct,"4,554"
Number of student tests,31-Oct,"2,707"
Number of student tests,1-Nov,"2,858"
Number of student tests,2-Nov,"5,014"
Number of student tests,3-Nov,"4,393"
Number of student tests,4-Nov,"3,912"
Number of employee tests,29-Oct,"1,110"
Number of employee tests,30-Oct,"1,303"
Number of employee tests,31-Oct,126
Number of employee tests,1-Nov,100
Number of employee tests,2-Nov,"1,235"
Number of employee tests,3-Nov,"1,210"
Number of employee tests,4-Nov,"1,381"
"New Confirmed Positive, Total",29-Oct,2
"New Confirmed Positive, Total",30-Oct,4
"New Confirmed Positive, Total",31-Oct,
"New Confirmed Positive, Total",1-Nov,1
"New Confirmed Positive, Total",2-Nov,1
"New Confirmed Positive, Total",3-Nov,2
"New Confirmed Positive, Total",4-Nov,5
Number of tests,Total,"34,560"
Number of student tests,Total,"28,095"
Number of employee tests,Total,"6,465"
"New Confirmed Positive, Total",Total,15
