Number of tests,4-Dec,"3,682"
Number of tests,5-Dec,149
Number of tests,6-Dec,24
Number of tests,7-Dec,"3,946"
Number of tests,8-Dec,"3,064"
Number of tests,9-Dec,"2,651"
Number of tests,10-Dec,"2,936"
Number of student tests,4-Dec,"2,241"
Number of student tests,5-Dec,102
Number of student tests,6-Dec,6
Number of student tests,7-Dec,"2,657"
Number of student tests,8-Dec,"1,794"
Number of student tests,9-Dec,"1,281"
Number of student tests,10-Dec,"1,710"
Number of employee tests,4-Dec,"1,441"
Number of employee tests,5-Dec,47
Number of employee tests,6-Dec,18
Number of employee tests,7-Dec,"1,289"
Number of employee tests,8-Dec,"1,270"
Number of employee tests,9-Dec,"1,370"
Number of employee tests,10-Dec,"1,226"
"New Confirmed Positive, Total",4-Dec,3
"New Confirmed Positive, Total",5-Dec,3
"New Confirmed Positive, Total",6-Dec,4
"New Confirmed Positive, Total",7-Dec,4
"New Confirmed Positive, Total",8-Dec,8
"New Confirmed Positive, Total",9-Dec,2
"New Confirmed Positive, Total",10-Dec,2
Number of tests,Total,"16,452"
Number of student tests,Total,"9,791"
Number of employee tests,Total,"6,661"
New confirmed positives,Total,26
