Number of tests,09/29/2020,"5,716"
Number of tests,09/30/2020,"5,501"
Number of tests,10/01/2020,"5,902"
Number of tests,10/02/2020,"5,882"
Number of tests,10/03/2020,"2,924"
Number of tests,10/04/2020,"2,981"
Number of tests,10/05/2020,"6,410"
Number of student tests,09/29/2020,"4,479"
Number of student tests,09/30/2020,"4,105"
Number of student tests,10/01/2020,"4,787"
Number of student tests,10/02/2020,"4,632"
Number of student tests,10/03/2020,"2,795"
Number of student tests,10/04/2020,"2,873"
Number of student tests,10/05/2020,"5,146"
Number of employee tests,09/29/2020,"1,237"
Number of employee tests,09/30/2020,"1,396"
Number of employee tests,10/01/2020,"1,115"
Number of employee tests,10/02/2020,"1,250"
Number of employee tests,10/03/2020,129
Number of employee tests,10/04/2020,108
Number of employee tests,10/05/2020,"1,264"
"New Confirmed Positive, Total",09/29/2020,1
"New Confirmed Positive, Total",09/30/2020,0
"New Confirmed Positive, Total",10/01/2020,0
"New Confirmed Positive, Total",10/02/2020,2
"New Confirmed Positive, Total",10/03/2020,0
"New Confirmed Positive, Total",10/04/2020,0
"New Confirmed Positive, Total",10/05/2020,2
Number of tests,Total,"35,316"
Number of student tests,Total,"28,817"
Number of employee tests,Total,"6,499"
"New Confirmed Positive, Total",Total,5
